TYPE,TRACE,A

DATE & TIME,28Jun2013 05:08PM EDT
383,-37.660
384,-37.656
385,-37.666
386,-37.679
387,-37.708
388,-37.722
389,-37.756
390,-37.750
391,-37.687
392,-37.622
393,-37.535
394,-37.404
395,-37.277
396,-37.233
397,-37.228
398,-37.242
399,-37.286
400,-37.326
401,-37.298
402,-37.259
403,-37.232
404,-37.216
405,-37.211
406,-37.213
407,-37.245
408,-37.257
409,-37.205
410,-37.089
411,-36.917
412,-36.694
413,-36.445
414,-36.341
415,-36.327
416,-36.319
417,-36.403
418,-36.477
419,-36.531
420,-36.578
421,-36.542
422,-36.469
423,-36.394
424,-36.295
425,-36.232
426,-36.258
427,-36.361
428,-36.518
429,-36.686
430,-36.850
431,-36.964
432,-37.003
433,-36.939
434,-36.752
435,-36.558
436,-36.460
437,-36.487
438,-36.626
439,-36.736
440,-36.744
441,-36.661
442,-36.523
443,-36.394
444,-36.332
445,-36.376
446,-36.529
447,-36.740
448,-36.997
449,-37.252
450,-37.402
451,-37.441
452,-37.354
453,-37.179
454,-36.866
455,-36.658
456,-36.504
457,-36.381
458,-36.344
459,-36.386
460,-36.414
461,-36.398
462,-36.413
463,-36.328
464,-36.241
465,-36.184
466,-36.149
467,-36.144
468,-36.145
469,-36.147
470,-36.168
471,-36.173
472,-36.149
473,-36.094
474,-36.044
475,-35.980
476,-35.949
477,-35.933
478,-35.885
479,-35.808
480,-35.761
481,-35.772
482,-35.786
483,-35.886
484,-35.927
485,-35.887
486,-35.801
487,-35.671
488,-35.564
489,-35.506
490,-35.517
491,-35.578
492,-35.656
493,-35.731
494,-35.786
495,-35.812
496,-35.798
497,-35.786
498,-35.749
499,-35.684
500,-35.596
501,-35.523
502,-35.451
503,-35.355
504,-35.273
505,-35.190
506,-35.115
507,-35.079
508,-35.103
509,-35.167
510,-35.241
511,-35.323
512,-35.377
513,-35.405
514,-35.417
515,-35.432
516,-35.404
517,-35.344
518,-35.253
519,-35.157
520,-35.043
521,-34.952
522,-34.851
523,-34.728
524,-34.616
525,-34.550
526,-34.618
527,-34.783
528,-34.994
529,-35.177
530,-35.254
531,-35.278
532,-35.305
533,-35.369
534,-35.454
535,-35.550
536,-35.564
537,-35.543
538,-35.510
539,-35.483
540,-35.519
541,-35.646
542,-35.791
543,-35.873
544,-35.880
545,-35.814
546,-35.722
547,-35.676
548,-35.740
549,-35.885
550,-36.067
551,-36.206
552,-36.290
553,-36.346
554,-36.430
555,-36.555
556,-36.652
557,-36.705
558,-36.629
559,-36.425
560,-36.194
561,-36.039
562,-35.930
563,-35.903
564,-35.864
565,-35.756
566,-35.582
567,-35.379
568,-35.260
569,-35.175
570,-35.162
571,-35.211
572,-35.290
573,-35.406
574,-35.435
575,-35.502
576,-35.500
577,-35.534
578,-35.389
579,-35.322
580,-35.173
581,-35.054
582,-34.889
583,-34.774
584,-34.701
585,-34.695
586,-34.732
587,-34.804
588,-34.949
589,-35.018
590,-35.284
591,-35.569
592,-35.781
593,-35.932
594,-36.169
595,-36.347
596,-36.523
597,-36.576
598,-36.583
599,-36.571
600,-36.542
601,-36.506
602,-36.456
603,-36.441
604,-36.676
605,-37.091
606,-36.796
607,-36.626
608,-36.355
609,-36.195
610,-36.025
611,-35.932
612,-35.923
613,-35.945
614,-36.072
615,-36.192
616,-36.298
617,-36.367
618,-36.422
619,-36.552
620,-36.673
621,-36.831
622,-36.944
623,-36.918
624,-36.888
625,-36.811
626,-36.615
627,-36.482
628,-36.488
629,-36.595
630,-36.853
631,-36.973
632,-36.962
633,-36.791
634,-36.664
635,-36.514
636,-36.392
637,-36.232
638,-36.133
639,-36.082
640,-36.005
641,-35.925
642,-35.845
643,-35.892
644,-36.083
645,-36.452
646,-36.924
647,-37.754
648,-38.490
649,-38.186
650,-37.536
651,-36.990
652,-36.846
653,-37.046
654,-37.088
655,-37.908
656,-37.990
657,-38.269
658,-38.418
659,-38.439
660,-38.523
661,-38.668
662,-38.851
663,-39.013
664,-39.086
665,-39.021
666,-38.914
667,-38.792
668,-38.456
669,-38.118
670,-37.888
671,-37.778
672,-37.667
673,-37.671
674,-37.772
675,-37.916
676,-38.080
677,-38.244
678,-38.366
679,-38.479
680,-38.565
681,-38.529
682,-38.410
683,-38.167
684,-38.057
685,-38.047
686,-38.038
687,-38.046
688,-38.011
689,-37.953
690,-37.891
691,-37.928
692,-38.017
693,-38.205
694,-38.429
695,-38.595
696,-38.696
697,-38.774
698,-38.810
699,-38.834
700,-38.861
701,-38.893
702,-38.938
703,-38.981
704,-38.963
705,-38.992
706,-39.023
707,-39.040
708,-39.083
709,-39.080
710,-39.047
711,-39.048
712,-39.047
713,-39.082
714,-39.167
715,-39.320
716,-39.542
717,-39.759
718,-39.920
719,-40.105
720,-40.248
721,-40.404
722,-40.508
723,-40.538
724,-40.808
725,-40.913
726,-41.172
727,-41.341
728,-41.435
729,-41.370
730,-41.267
731,-43.096
732,-43.375
733,-43.536
734,-43.409
735,-43.595
736,-43.661
737,-43.782
738,-43.935
739,-44.278
740,-44.665
741,-45.212
742,-45.875
743,-46.249
744,-47.017
745,-47.530
746,-47.938
747,-48.428
748,-48.563
749,-48.679
750,-48.770
751,-48.757
752,-49.275
753,-49.519
754,-49.636
755,-50.265
756,-50.897
757,-51.526
758,-52.354
759,-52.867
760,-53.098
761,-53.909
762,-54.523
763,-55.467
764,-56.189
765,-56.654
766,-57.029
767,-57.704
768,-58.228
769,-59.130
770,-59.657
771,-60.219
772,-60.698
773,-61.416
774,-62.282
775,-63.315
776,-64.105
777,-64.895
778,-65.322
779,-65.892
780,-66.431
781,-67.129
782,-67.579
783,-68.106
784,-68.666
785,-69.141
786,-69.522
787,-69.833
788,-70.028
789,-70.181
790,-70.161
791,-70.246
792,-70.304
793,-70.592
794,-70.755
795,-70.512
796,-70.542
797,-70.727
798,-70.828
799,-70.819
800,-70.750
801,-71.018
802,-70.729
803,-70.419
804,-70.289
805,-70.273
806,-70.151
807,-70.092
808,-70.010
809,-70.047
810,-70.098
811,-70.072
812,-70.142
813,-70.174
814,-70.141
815,-70.093
816,-70.145
817,-70.186
818,-70.232
819,-70.325
820,-70.432
821,-70.798
822,-71.322
823,-71.826
824,-72.005
825,-72.253
826,-72.407
827,-72.469
828,-72.266
829,-71.911
830,-71.674
831,-71.721
832,-71.917
833,-72.056
834,-72.163
835,-72.334
836,-72.489
837,-72.570
838,-72.692
839,-72.760
840,-72.855
841,-72.934
842,-72.860
843,-72.925
844,-72.842
845,-72.730
846,-72.652
847,-72.630
848,-72.663
849,-72.733
850,-72.709
851,-72.675
852,-72.752
853,-72.928
854,-72.898
855,-73.053
856,-72.929
857,-73.896
858,-74.393
859,-75.000
860,-75.653
861,-75.372
862,-74.267
863,-73.886
864,-73.223
865,-73.337
866,-73.483
867,-73.664
868,-73.771
869,-73.934
870,-73.944
871,-73.987
872,-74.111
873,-74.062
874,-74.163
875,-74.175
876,-74.193
877,-74.130
878,-74.278
879,-74.157
880,-74.284
881,-74.379
882,-74.360
883,-74.545
884,-74.629
885,-74.744
886,-74.759
887,-74.856
888,-74.951
889,-75.184
890,-75.234
891,-75.374
892,-75.194
893,-75.249
894,-75.148
895,-75.281
896,-75.357
897,-75.486
898,-75.740
899,-75.968
900,-76.143
901,-76.194
902,-75.878
903,-75.825
904,-75.679
905,-75.658
906,-75.831
907,-75.800
908,-75.992
909,-75.898
910,-76.077
911,-76.251
912,-76.089
913,-76.174
914,-76.163
915,-76.129
916,-76.197
917,-76.232
918,-76.271
919,-76.396
920,-76.264
921,-76.304
922,-76.341
923,-76.451
924,-76.536
925,-76.432
926,-76.459
927,-76.486
928,-76.648
929,-76.844
930,-76.742
931,-76.746
932,-76.781
933,-76.831
934,-76.743
935,-76.857
936,-76.816
937,-76.810
938,-76.894
939,-76.916
940,-76.927
941,-76.839
942,-76.800
943,-76.845
944,-76.806
945,-76.903
946,-76.818
947,-76.916
948,-76.991
949,-76.934
950,-76.973
951,-76.912
952,-76.918
953,-76.885
954,-76.933
955,-76.964
956,-77.114
957,-76.982
958,-77.000
959,-77.042
960,-76.971
961,-77.084
962,-76.975
963,-77.120
964,-77.172
965,-77.060
966,-77.090
967,-77.086
968,-77.000
969,-77.091
970,-77.051
971,-77.001
972,-77.047
973,-76.983
974,-77.130
975,-77.053
976,-77.210
977,-77.139
978,-77.193
979,-77.154
980,-77.154
981,-77.196
982,-77.085
983,-77.106
984,-76.946
985,-76.799
986,-77.060
987,-77.113
988,-77.472
989,-77.514
990,-77.475
991,-77.564
992,-77.498
993,-77.470
994,-77.301
995,-77.307
996,-77.275
997,-77.367
998,-77.284
999,-77.151
1000,-76.720
1001,-76.697


STATE,0.vs,ZZZZZ000000097CW00lWW0mbyy7oOdm05(udn8c)8crGssZ(PBzQ7Q,Z6xhKXA9He6DCk1SfkHLELTm3V0IHt8N1AGHAG5UzR(RPAMfAKfeBQ,Z0VSYvS7IcZTq3881EeXIOZMrkZdfdVdG4zbs200
STATE,1.vs,ZZZZZ000001790CW00lq1Dy4zi7Ra6Ced(8nmO7pucpmtYVQMtjoZV,ZyJ94ffi1jqHf6DR86Kd2HJ8GFMWgr9GThA)k0h8(dTXl9BVOClPFo,ZnGeHtud(OMjwNsosu6rxscnDg0PfipjuJkyKHHknJInBAW8DDoblx,ZnR7)QKeJrGNbG3Q82Q9gL9B2Jhq)kTKJL6ZPA6nqctbEYP)Wx(n3E,Ztoml(11eXF8m1BgnZTRay6f9keZQGLXKH8E2WBOUxxON5a6LrsmOS,ZZUSZRKFPjfH391yUpFEu1Th7Kafh0bBK8dn0bfEwdGxMdjdQyQ1RO,ZrBO4bhuHfWaCV(OY4Xp1wKcjpDlmXu42n0YumWfx2A7xvDVr1F7(r,ZNB27cGTs3b9Gxgas6X4b1C51)Wn2ielASYlkw(FV4KQx14C1q8xrv,Zf2D9Lfqc3RXt7zfbxpvkP(rBxLmAbN55KI7S68(GtWozG)b2PIVvT,ZgVPkRTBgT2d8ft5yojehnrnmzm3IOSVpwAP)0VpGFnYViTvZo(ga2,Z)8NQYJfVl180ErkaZLAtJkz2lnOpDMY8s1z8XJzUibxr7Shc7nnxB,ZsWwQw0OdNKJ0jU9SpkSRVcgvc)oA0x3OpSv4EwnZgiCtD0Cc8IXyU,ZdFK9b1jgoFivK71XpX0Ynszk6Z2JyGSPGT6oGbtWLG3lKljNtY9y4,ZN5hbfewVuqES(aPwXU8slRseJ(8x560COVl0kMRMLpN1NlUpp5ygq,ZDjPPoARdySciWHItKs(zrK5YA5YeD7V8WQIENeY0ORbSiNpJd7XVN,ZZshYjHKDdDwRKC1raIulUG3uge)cs(9)pkKvWqa9xYp60p80eRTVZ,Zvl2IJPhGsH9g6eCHDg125Z7blDjd6csGhM0t5YZjzAMRf1JOQ1AHm,Z95bzG10GSwzzmKTl8onyFTByT0ovmQTedhTuSF0S8f)lu3nDz(mTh,Z78uwGvlgLzUISSt7LENRxpLX8wnSd2CQMci)fOUSOA5NPZW8WeUq),ZcaDGD6o05zNeqLu37Z9LYWW7eo2APZrZzJiAX9HwXKvV6YPpSPu(X,Z9auEUvZPmgt7ORbUFk3I8Txca7jne9hyUS(XIt4Iz)faeGZx7hwYE,Z)6nS18nzU0gCXJB9aZ92ZoijKdf9gy7c9EZXgtP2gRUK3D4URkz1e,ZOPDAq81g8dS0C4akMcsRXFmZAtyqJnkw)W5yDxNxs1F0r1J8qxsCN,ZEUu7ghy4EMYtL1a2SD93vq7y7Ag1hF8V)gVGQAqHlv(43EEY1VJmu,ZMllNIYA08TnWIRv1Sol(WsLhjulLw0uYkPOjfJFxGxzEaY4fncx0A,Z25woWXiFrdRGzPc5lPUPHxkbUQWIox8BMMQISCE6STnoZIC8u88ZS,Z7p6(jvuT6zahMPpOds3dYkdXPpSIX1121HUpiHiOyN(ZwvkolKGVN,Zb(IAGTjFfEw1oU0bnYHIHypnLPvg2LXgR5s)7eedEwnrktU1X4RRK,Z2KK8G73BpSCNpVdScAVCWxUl8xBgdefldHox66IS2ioy7JeAeCMVu,Zo(NuOxHY(sOt2pt)gQKjnpZc46nheVR0D4F2QzsGX1LnsosRA0oFC,Z7dlq9dkJQ1EL)BtkpoU3Mda6RBVuxIXXKwj4hIc2A(DFilHvOp8L),Z5XIflBKPYQTPL9G3Q3LKRpT0H)Q1nfn5rVMmqHSHfVbha4DK1087t,ZVL8zIA6WkDeDtDrRbKTneEiq9nvTBWGBSDxJ4TCPo1DXf1CJ8Kjj0,ZYKhf9vdVmwV)nL1wbDZPQYgiVx9aK)p7IoU)08MrqwbZVsrql4r4q,Zn)aS)J(PnzImlmunNN3Si2vudZHBWgPGW)0Rqu3tOddWSit7lDX65,ZLjzCi0HHPcFK1Ijh1TK7(HMZM9cf5Vt4R2LDV1BvXje8vMwjOGSy(,ZSYGHbUxV4c89IRdMWFK2wOSerra)JJtcSw)Tpkgq101FxQm7hrpb2,ZbD0GuC8cQcz5TclTYiBV(dzKrfkzuqAgdvuJTA1XogILzwm4wjBMe,ZD9pDXYTHUlJraozA15lJk5tzG)lhYRtHhmfRmQksfLF(sYCxYlWQK,Z7l3PF4Hr(UG4LASzAQ(N80rdBgwIKdTWaDyVuLtVhV8Pia3iN9qM0,ZcpOP75xwDS(5EznKdSaE3A7ksr)CfHszFKo64mAqcSd05UGTcUhGG,ZY(1uLChwVG3Q8IqoRcx77l1NxG811qLFnJC13krPD)w5bImyjnYjr,Z2jU3kKjLczUSXHXj7Van9H(nRgyGgAKChaPzsmHhRhKx65(rOGhTJ,ZdZFn80Xniva5hAAplthiY4Ouu0JgpY0fD9uokL1ijxigUJQINaA6D,ZZXENXGAH0kluxB9KnkVcJQd58FC0E0VXe2TMaDNuUmCX25cu5fdYu,ZYIDHNiIy4HTowo60

